ID;Municipio;Direccion;Longitud;Latitud;Rotulo;Rotulo2;Casos;Media;DesT;CVP;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31;Dia32;Dia33;Dia34;Dia35;Dia36;Dia37;Dia38;Dia39
287;LORCA                    ;CR N-340  A. 599.5;-1.638222;37.696139;REPSOL;REPSOL;1;1.203154;0.019168;0.015931;1.209;1.200;1.200;1.219;1.229;1.219;1.239;1.239;1.239;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
288;SANGONERA LA SECA;CR N-340  A. 646;-1.268889;37.938583;REPSOL;REPSOL;1;1.181718;0.034054;0.028818;1.199;1.109;1.109;1.209;1.209;1.129;1.225;1.229;1.229;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.189;1.189;1.189;1.189;1.169;1.169;1.169;1.149;1.149;1.149;1.149;1.149;1.149;1.159;1.159;1.159;1.159;1.159;1.159;1.159
289;ZARCILLA DE RAMOS        ;CR N-340. 584;-1.758139;37.608528;REPSOL;REPSOL;1;1.206692;0.027870;0.023096;1.229;1.129;1.129;1.239;1.239;1.209;1.249;1.249;1.249;1.249;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189
290;JUMILLA                  ;CR N-344 KM  81.05;-1.270611;38.560000;RENESUR-EL ALTIPLANO;OTRO;1;1.145436;0.006879;0.006006;1.149;1.129;1.129;1.149;1.149;1.120;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.139;1.139;1.139;1.139;1.139;1.139;1.139
291;JAVALI NUEVO             ;CR N-344. 4;-1.222556;38.009500;PETRONOR;OTRO;1;1.198897;0.024815;0.020698;1.219;1.209;1.209;1.219;1.229;1.159;1.245;1.249;1.249;1.239;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.169;1.169;1.169;1.169;1.169;1.169;1.179;1.179;1.179;1.179;1.179;1.179;1.179
293;CIEZA                    ;CTRA B19 km 2;-1.442778;38.248694;AVÁNTICA;OTRO;1;1.133410;0.025436;0.022442;1.139;1.215;1.215;1.139;1.139;1.159;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.109;1.109;1.109;1.109;1.109;1.109;1.109;1.109;1.109;1.109;1.109;1.109;1.109;1.109
294;PLIEGO                   ;CTRA. A LORCA km 0.6;-1.513306;37.985472;SUMINISTROS PLIEGO S.L;OTRO;1;1.127103;0.022857;0.020280;1.130;1.119;1.119;1.130;1.130;1.249;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.100;1.100;1.100;1.100;1.100;1.100;1.100
295;CABO DE PALOS            ;CTRA. CABO DE PALOS A LA MANGA km S/Nº;-0.707917;37.635167;SHELL;SHELL;1;1.133949;0.023252;0.020505;1.139;1.086;1.086;1.139;1.149;1.209;1.179;1.159;1.159;1.159;1.154;1.144;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.134;1.134;1.134;1.134;1.124;1.124;1.124;1.114;1.114;1.114;1.114;1.114;1.114;1.111;1.111;1.121;1.121;1.121;1.121;1.121
296;AGUILAS                  ;CTRA. DE LORCA. Nº 2 (C-3211A km 94.6);-1.586222;37.408750;CEPSA;CEPSA;1;1.181923;0.023832;0.020164;1.209;1.129;1.129;1.225;1.215;1.205;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.199;1.199;1.199;1.209;1.199;1.184;1.179;1.179;1.169;1.169;1.164;1.164;1.175;1.165;1.165;1.165;1.169;1.164;1.164;1.165;1.165;1.164;1.164;1.164;1.159;1.159
297;PALMAR O LUGAR D. JUAN   ;CTRA. DE MAZARRON (MU-302 km 2);-1.179000;37.939000;MEROIL. S.A.;OTRO;1;1.121692;0.033567;0.029925;1.139;1.139;1.139;1.139;1.139;1.264;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.089;1.089;1.089;1.089;1.089;1.089;1.089;1.089;1.089;1.089;1.089;1.089;1.089;1.089;1.089;1.089
298;PALMAR O LUGAR D. JUAN   ;CTRA. DE MAZARRON. KM 2 PARCELA 18 DE MERCAMURCIA.;-1.197833;37.931944;OMEGA SANGONERA;OTRO;1;1.114538;0.022550;0.020233;1.122;1.124;1.124;1.117;1.117;1.235;1.117;1.117;1.117;1.117;1.117;1.117;1.117;1.117;1.117;1.125;1.125;1.125;1.125;1.119;1.119;1.119;1.119;1.119;1.119;1.103;1.103;1.103;1.103;1.103;1.094;1.094;1.094;1.094;1.094;1.094;1.094;1.094;1.094
299;MOLINA DE SEGURA         ;CTRA. ESPINARDO - ALTORREAL. S/N km 2.5;-1.161083;38.057306;MEROIL;OTRO;1;1.154231;0.022135;0.019178;1.163;1.219;1.219;1.163;1.163;1.129;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.163;1.138;1.138;1.138;1.138;1.138;1.138;1.138;1.138;1.119;1.119;1.119;1.119;1.119
300;LORCA                    ;CTRA. LORCA A PUNTAS DE CALNEGRE km 4.100;-1.614889;37.640111;EE.SS LA BALSICA;OTRO;1;1.195410;0.014761;0.012348;1.219;1.199;1.199;1.209;1.209;1.179;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.169;1.169;1.169;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
301;MOLINA DE SEGURA         ;CTRA. LORQUI km 1.2;-1.242028;38.076972;E.S. EL LANO;OTRO;1;1.134897;0.018358;0.016176;1.139;1.159;1.159;1.139;1.139;1.209;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.109;1.109;1.109;1.109;1.109;1.109;1.109;1.109;1.109
302;JUMILLA                  ;CTRA. N-344 km 73.3;-1.318139;38.506139;CAMPSA;CAMPSA;1;1.245154;0.036698;0.029473;1.269;1.159;1.159;1.269;1.269;1.189;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199
303;BAÑOS Y MENDIGO          ;CTRA. SAN JAVIER km 1.3;-1.104361;37.869139;AIREMAR II;OTRO;1;1.135324;0.022971;0.020233;1.149;1.189;1.189;1.149;1.149;1.179;1.149;1.149;1.149;1.149;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.149;1.149;1.149;1.149;1.149;1.149;1.115;1.115;1.115;1.115;1.115;1.115;1.115;1.105;1.105;1.105;1.105;1.105;1.105;1.105;1.105;1.105
304;CARTAGENA   ;CTRA. TENTEGORRA km 1.10;-1.006444;37.614806;GALP;GALP;1;1.141205;0.024934;0.021849;1.130;1.199;1.199;1.130;1.150;1.219;1.150;1.150;1.150;1.150;1.150;1.155;1.155;1.155;1.155;1.155;1.139;1.140;1.140;1.139;1.139;1.139;1.139;1.110;1.109;1.110;1.100;1.100;1.100;1.100;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139
305;MULA                     ;CTRA.CARAVACA. S/N;-1.501000;38.038472;FRUCIMU;OTRO;1;1.086897;0.019286;0.017744;1.100;1.130;1.130;1.090;1.090;1.149;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.060;1.060;1.060;1.060;1.060;1.060;1.060;1.060;1.060
306;LORCA                    ;CTRA.N701 LA PARROQUIA km 20.24;-1.889026;37.728462;GARAJE LA HOYA.S.L;OTRO;1;1.226795;0.004375;0.003566;1.228;1.209;1.209;1.228;1.228;1.219;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228;1.228
307;PLIEGO                   ;DISEMINADO CARRETERA DE MULA. 4;-1.507139;37.995472;LA VEGA DE PLIEGO;OTRO;1;1.129667;0.028161;0.024929;1.130;1.204;1.204;1.130;1.130;1.239;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.130;1.100;1.100;1.100;1.100;1.100;1.100;1.100;1.100;1.100
308;LORCA;DP TERCIA CAMINO CARTAGENA SN;-1.680303;37.674240;M;OTRO;1;1.198436;0.019736;0.016469;1.229;1.179;1.179;1.229;1.229;1.197;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
309;FUENTE ALAMO             ;E-12 km 5.7;-1.123556;37.746750;EL MARINO;OTRO;1;1.197154;0.019565;0.016343;1.229;1.208;1.208;1.189;1.209;1.219;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.169;1.169;1.169;1.169;1.159;1.159;1.159;1.159;1.159
310;PALMA (LA)               ;F-36 km 7.2;-0.968028;37.684028;SHELL;SHELL;1;1.185513;0.020773;0.017523;1.199;1.199;1.199;1.199;1.199;1.239;1.209;1.209;1.209;1.209;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.155;1.155;1.155;1.155;1.155;1.155;1.155;1.155;1.155
311;PURIAS                   ;L-MU-620 LORCA-PULPI km 5.3;-1.685806;37.555639;JOSE GARCIA GUILLEN;OTRO;1;1.173359;0.026170;0.022303;1.219;1.144;1.144;1.209;1.209;1.129;1.209;1.209;1.209;1.209;1.209;1.209;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.149;1.149;1.149;1.149;1.149;1.139;1.139;1.139;1.139;1.139
313;ALGEZARES                ;MU-302 km 3.9;-1.118583;37.943250;GALP;GALP;1;1.195308;0.031196;0.026099;1.219;1.199;1.199;1.209;1.230;1.189;1.219;1.239;1.239;1.239;1.224;1.249;1.244;1.244;1.244;1.244;1.209;1.209;1.209;1.179;1.179;1.179;1.179;1.169;1.169;1.169;1.159;1.159;1.159;1.159;1.159;1.159;1.169;1.169;1.169;1.169;1.169;1.169;1.169
314;ABARAN                   ;MU-413 km 2;-1.377720;38.207268;LAS COLONIAS;OTRO;1;1.197231;0.021103;0.017627;1.225;1.184;1.184;1.215;1.215;1.104;1.215;1.215;1.215;1.215;1.215;1.215;1.215;1.215;1.215;1.215;1.215;1.215;1.215;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179
315;CARTAGENA                ;MUELLE PASEO ALFONSO XII. S/N;-0.981722;37.596583;ROYMAGA PETROLEOS;OTRO;1;1.204385;0.029513;0.024504;1.209;1.119;1.119;1.209;1.209;1.269;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
316;MAZARRON                 ;N 332 km 36.15;-1.293026;37.586907;BP;BP;1;1.210256;0.018505;0.015290;1.215;1.195;1.195;1.224;1.219;1.229;1.238;1.238;1.238;1.238;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.209;1.209;1.209;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.179;1.179;1.189;1.189;1.189;1.189;1.189
317;CUESTA BLANCA DE ABAJO   ;N. 332 km 10;-1.094167;37.641972;BP;BP;1;1.199769;0.019792;0.016496;1.199;1.219;1.219;1.209;1.219;1.209;1.229;1.229;1.229;1.229;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
318;CARTAGENA   ;N-301A km 437;-1.007276;37.653324;MADRID;OTRO;1;1.203051;0.024663;0.020500;1.209;1.158;1.158;1.209;1.209;1.229;1.209;1.239;1.239;1.239;1.239;1.239;1.239;1.239;1.239;1.219;1.219;1.219;1.219;1.219;1.219;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
319;CARTAGENA   ;N-332 km 1.15;-0.967972;37.604944;GALP;GALP;1;1.173949;0.022977;0.019572;1.170;1.199;1.199;1.170;1.196;1.100;1.225;1.190;1.190;1.190;1.190;1.200;1.195;1.195;1.195;1.195;1.180;1.180;1.180;1.159;1.159;1.159;1.159;1.159;1.149;1.150;1.140;1.140;1.140;1.140;1.169;1.169;1.179;1.179;1.179;1.179;1.179;1.179;1.179
320;SAN JAVIER               ;N-332 km 33.150;-0.828806;37.811056;GALP;GALP;1;1.177923;0.019043;0.016167;1.199;1.169;1.169;1.189;1.205;1.170;1.199;1.199;1.199;1.199;1.199;1.209;1.204;1.204;1.204;1.204;1.189;1.189;1.189;1.169;1.169;1.169;1.169;1.159;1.159;1.174;1.174;1.174;1.174;1.174;1.159;1.159;1.154;1.154;1.154;1.154;1.154;1.154;1.145
321;SAN JAVIER               ;N-332A km 32.6;-0.834917;37.808472;CEPSA;CEPSA;1;1.177564;0.027129;0.023038;1.194;1.099;1.099;1.219;1.209;1.169;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.199;1.199;1.199;1.199;1.199;1.184;1.175;1.175;1.169;1.169;1.169;1.169;1.174;1.164;1.164;1.164;1.169;1.159;1.159;1.164;1.164;1.159;1.159;1.159;1.155;1.155
322;TOTANA                   ;N-340 km 617.9;-1.489389;37.775778;ESTACION DE SERVICIO VILLASOL;OTRO;1;1.209744;0.015268;0.012621;1.225;1.198;1.198;1.225;1.225;1.169;1.225;1.225;1.225;1.225;1.225;1.225;1.225;1.225;1.225;1.225;1.225;1.225;1.225;1.205;1.205;1.205;1.205;1.190;1.190;1.190;1.190;1.190;1.190;1.190;1.215;1.215;1.215;1.215;1.205;1.205;1.205;1.195;1.195
323;TOTANA                   ;NACIONAL 340 km 613;-1.523556;37.743611;TS;OTRO;1;1.166128;0.014360;0.012314;1.162;1.219;1.219;1.162;1.162;1.209;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162;1.162
324;MURCIA ;P.I. Infante - Ronda Sur;-1.113917;37.979778;GALP;GALP;1;1.175641;0.022596;0.019220;1.199;1.164;1.164;1.184;1.205;1.139;1.199;1.199;1.199;1.199;1.199;1.209;1.205;1.205;1.205;1.205;1.189;1.186;1.186;1.184;1.184;1.184;1.184;1.159;1.149;1.169;1.169;1.169;1.169;1.169;1.149;1.149;1.139;1.139;1.149;1.149;1.149;1.149;1.149
325;LORQUI                   ;P.I. LORQUÍ. C/B-4;-1.235303;38.100296;SHELL;SHELL;1;1.111235;0.024832;0.022347;1.215;1.215;1.215;1.215;1.215;1.215;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.089;1.089;1.089;1.089;1.089;1.089;1.089;1.089;1.089
326;BLANCA                   ;P.I. SAN ROQUE - CTRA. DE LA ESTACION. S/N;-1.333444;38.193944;CEPSA;CEPSA;1;1.180513;0.029192;0.024728;1.199;1.086;1.086;1.225;1.219;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.199;1.199;1.199;1.199;1.199;1.184;1.179;1.179;1.169;1.169;1.165;1.169;1.179;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.165;1.165;1.165;1.159;1.159
327;BALSAPINTADA             ;PARAJE CASAS DE PACO PEDREÑO. S/N;-1.098278;37.758528;INPESA;OTRO;1;1.264205;0.020846;0.016490;1.270;1.209;1.209;1.270;1.270;1.166;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270;1.270
328;SAN PEDRO DEL PINATAR    ;PARAJE DE LOS PLAZAS S/N;-0.783748;37.843185;LA RAYA DE CASTILLA;OTRO;1;1.144641;0.019585;0.017110;1.139;1.209;1.209;1.139;1.139;1.219;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139
329;PUERTO LUMBRERAS         ;PARKING DE CAMIONES (APARCAMIENTO DE CAMIONES P.I.  PTO.LUMBRERAS);-1.783361;37.584250;PARKING DE CAMIONES;OTRO;1;1.162538;0.021215;0.018249;1.179;1.198;1.198;1.159;1.159;1.149;1.159;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.159;1.159;1.159;1.159;1.159;1.159;1.159;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129
330;CHURRA                   ;PARQUE EMPRESARIAL THADER. 18;-1.145889;38.031000;THADER;OTRO;1;1.212636;0.009477;0.007815;1.219;1.209;1.209;1.219;1.219;1.189;1.219;1.219;1.219;1.219;1.219;1.219;1.199;1.199;1.199;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.199;1.199;1.199;1.199;1.199;1.199;1.199
331;CARTAGENA                ;PASEO ALFONSO XIII. S/N;-0.975250;37.607306;CARREFOUR;OTRO;1;1.164789;0.023128;0.019856;1.169;1.159;1.159;1.179;1.189;1.139;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.179;1.159;1.159;1.149;1.149;1.139;1.149;1.149;1.139;1.139;1.139;1.139;1.139;1.139;1.149;1.149;1.149;1.149;1.149;1.149;1.149
332;PALMAR O LUGAR D. JUAN   ;PG INDTRL.OESTE S.GINES PARC.. 29;-1.183306;37.952639;CAMPSA;CAMPSA;1;1.125821;0.027208;0.024168;1.139;1.209;1.209;1.139;1.139;1.150;1.139;1.139;1.139;1.139;1.139;1.134;1.134;1.134;1.134;1.134;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099;1.099
333;LORQUI                   ;PLAZA ESPAÑA (IND.CRUCE LORQ. S/N;-1.231611;38.103833;EURAGASA;OTRO;1;1.183128;0.164611;0.139132;1.165;1.149;1.149;1.165;1.165;1.122;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;2.189;1.189;1.189;1.159;1.159;1.159;1.159;1.159;1.159;1.129;1.129;1.129;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139
334;MURCIA                   ;PLAZA INGENIERO JUAN DE LA CIERVA. 3;-1.133472;37.976583;CEPSA;CEPSA;1;1.187897;0.020680;0.017409;1.204;1.199;1.199;1.215;1.209;1.189;1.209;1.209;1.209;1.219;1.219;1.214;1.215;1.209;1.209;1.209;1.209;1.209;1.199;1.179;1.179;1.179;1.179;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.164;1.164;1.164;1.164;1.164;1.164;1.164;1.164;1.164
335;POZO ESTRECHO            ;PLAZA SURESTE. S/N;-0.995806;37.714083;ROYMAGA PETROLEOS;OTRO;1;1.155923;0.018138;0.015692;1.159;1.209;1.209;1.159;1.159;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.129;1.129;1.129;1.129;1.129;1.129;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149
336;ABANILLA;"POL. INDUSTRIAL DE ""LA JAIRA"" (CTRA. MU-414 km 10)";-1.049806;38.175778;MEROIL. S.A.;OTRO;1;1.179487;0.013305;0.011280;1.179;1.213;1.213;1.179;1.179;1.230;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.159;1.159;1.159;1.159;1.159
337;MOLINA DE SEGURA         ;POL.IND. LA SERRETA (FRENTE ALMACENES CORTE INGLÉS (N-301 km 379);-1.233944;38.085444;GAS SERRETA;OTRO;1;1.113256;0.026980;0.024235;1.120;1.189;1.189;1.120;1.120;1.199;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090
338;PUERTO LUMBRERAS         ;POLIGONO ALEMANIA. 29;-1.780194;37.587111;GLH - GARAJE LA HOYA;OTRO;1;1.159513;0.019993;0.017243;1.169;1.179;1.179;1.159;1.159;1.149;1.159;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.159;1.159;1.159;1.159;1.159;1.159;1.159;1.159;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129
339;CAMACHOS (LOS)           ;POLIGONO AVENIDA DEL CARBONO ESQUINA NITROGENO. 49;-0.919667;37.650333;REPSOL;REPSOL;1;1.197718;0.019239;0.016063;1.199;1.209;1.209;1.209;1.219;1.199;1.229;1.229;1.229;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.169
340;TORRECIEGA;POLIGONO CABEZO BAEZA-BERLIN E-2. S/N;-0.968667;37.617389;REPSOL;REPSOL;1;1.195308;0.023163;0.019378;1.199;1.209;1.209;1.209;1.215;1.169;1.229;1.229;1.229;1.229;1.219;1.229;1.229;1.229;1.229;1.219;1.219;1.209;1.199;1.179;1.179;1.179;1.179;1.169;1.179;1.179;1.169;1.169;1.169;1.169;1.169;1.169;1.179;1.179;1.179;1.179;1.179;1.179;1.179
341;CARTAGENA   ;POLIGONO CABEZO BEAZA. C/ RIGA. S/N;-0.950472;37.623667;CARREFOUR;OTRO;1;1.169769;0.025858;0.022105;1.169;1.209;1.209;1.179;1.189;1.229;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.179;1.159;1.159;1.149;1.149;1.139;1.149;1.149;1.139;1.139;1.139;1.139;1.139;1.139;1.149;1.149;1.149;1.149;1.149;1.149;1.149
342;CARAVACA DE LA CRUZ      ;POLIGONO CARAVACA-CALASPARRA. 1;-1.821528;38.103944;CAYETANA;OTRO;1;1.156487;0.027604;0.023869;1.189;1.169;1.169;1.189;1.189;1.101;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129
343;ESPINARDO;POLIGONO EL TIRO. 72;-1.163444;38.020333;PETROPAY;OTRO;1;1.144641;0.017945;0.015677;1.149;1.209;1.209;1.149;1.149;1.119;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.129
344;TORRE-PACHECO            ;POLIGONO INDUSTRIAL LA HITA S/N;-0.952389;37.733111;REPSOL;REPSOL;1;1.187462;0.025262;0.021274;1.198;1.229;1.229;1.204;1.208;1.229;1.228;1.228;1.228;1.228;1.208;1.208;1.198;1.198;1.198;1.198;1.198;1.198;1.188;1.178;1.178;1.178;1.178;1.168;1.168;1.168;1.168;1.168;1.168;1.168;1.158;1.158;1.158;1.158;1.158;1.158;1.158;1.158;1.158
345;CIEZA                    ;POLIGONO LOS PRADOS. 6;-1.436611;38.262222;SERMUCO;OTRO;1;1.082282;0.033559;0.031008;1.098;1.150;1.150;1.098;1.098;1.206;1.100;1.100;1.100;1.100;1.100;1.100;1.100;1.100;1.100;1.100;1.100;1.100;1.100;1.060;1.060;1.060;1.060;1.060;1.060;1.060;1.053;1.053;1.053;1.053;1.053;1.053;1.053;1.053;1.053;1.053;1.053;1.053;1.053
346;LORCA                    ;POLIGONO P.I. SAPRELORCA. 00;-1.752333;37.616972;REPSOL;REPSOL;1;1.195410;0.030925;0.025870;1.219;1.099;1.099;1.229;1.229;1.189;1.239;1.239;1.239;1.239;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
347;BLANCA                   ;POLIGONO SAN ROQUE. CALLE COMUNIDAD VALENCIANA. S/N;-1.362694;38.177528;CAMPER;CAMPER;1;1.149313;0.014249;0.012398;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139;1.139
